"Notes"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Tick-borne viral encephalitis, unspecified"	"A84.9"	0	4156214161	0.0 (Unreliable)
	"Enteroviral encephalitis"	"A85.0"	8	4156214161	0.0 (Unreliable)
	"Adenoviral encephalitis"	"A85.1"	0	4156214161	0.0 (Unreliable)
	"Arthropod-borne viral encephalitis, unspecified"	"A85.2"	1	4156214161	0.0 (Unreliable)
	"Other specified viral encephalitis"	"A85.8"	37	4156214161	0.0
	"Unspecified viral encephalitis"	"A86"	1552	4156214161	0.0
	"Enteroviral meningitis"	"A87.0"	12	4156214161	0.0 (Unreliable)
	"Adenoviral meningitis"	"A87.1"	4	4156214161	0.0 (Unreliable)
	"Lymphocytic choriomeningitis"	"A87.2"	83	4156214161	0.0
	"Other viral meningitis"	"A87.8"	3	4156214161	0.0 (Unreliable)
	"Viral meningitis, unspecified"	"A87.9"	455	4156214161	0.0
	"Enteroviral exanthematous fever [Boston exanthem]"	"A88.0"	0	4156214161	0.0 (Unreliable)
	"Epidemic vertigo"	"A88.1"	0	4156214161	0.0 (Unreliable)
	"Other specified viral infections of central nervous system"	"A88.8"	1	4156214161	0.0 (Unreliable)
	"Unspecified viral infection of central nervous system"	"A89"	140	4156214161	0.0
	"Dengue fever [classical dengue]"	"A90"	10	4156214161	0.0 (Unreliable)
	"Dengue haemorrhagic fever"	"A91"	3	4156214161	0.0 (Unreliable)
	"Chikungunya virus disease"	"A92.0"	0	4156214161	0.0 (Unreliable)
	"O'nyong-nyong fever"	"A92.1"	0	4156214161	0.0 (Unreliable)
	"Venezuelan equine fever"	"A92.2"	1	4156214161	0.0 (Unreliable)
	"West Nile fever"	"A92.3"	1198	4156214161	0.0
	"Rift Valley fever"	"A92.4"	1	4156214161	0.0 (Unreliable)
	"Other specified mosquito-borne viral fevers"	"A92.8"	0	4156214161	0.0 (Unreliable)
	"Mosquito-borne viral fever, unspecified"	"A92.9"	0	4156214161	0.0 (Unreliable)
	"Oropouche virus disease"	"A93.0"	0	4156214161	0.0 (Unreliable)
	"Sandfly fever"	"A93.1"	0	4156214161	0.0 (Unreliable)
	"Colorado tick fever"	"A93.2"	0	4156214161	0.0 (Unreliable)
	"Other specified arthropod-borne viral fevers"	"A93.8"	5	4156214161	0.0 (Unreliable)
	"Unspecified arthropod-borne viral fever"	"A94"	4	4156214161	0.0 (Unreliable)
	"Sylvatic yellow fever"	"A95.0"	0	4156214161	0.0 (Unreliable)
	"Urban yellow fever"	"A95.1"	0	4156214161	0.0 (Unreliable)
	"Yellow fever, unspecified"	"A95.9"	3	4156214161	0.0 (Unreliable)
	"Junin haemorrhagic fever"	"A96.0"	0	4156214161	0.0 (Unreliable)
	"Machupo haemorrhagic fever"	"A96.1"	0	4156214161	0.0 (Unreliable)
	"Lassa fever"	"A96.2"	1	4156214161	0.0 (Unreliable)
	"Other arenaviral haemorrhagic fevers"	"A96.8"	0	4156214161	0.0 (Unreliable)
	"Arenaviral haemorrhagic fever, unspecified"	"A96.9"	0	4156214161	0.0 (Unreliable)
	"Crimean-Congo haemorrhagic fever"	"A98.0"	0	4156214161	0.0 (Unreliable)
	"Omsk haemorrhagic fever"	"A98.1"	0	4156214161	0.0 (Unreliable)
	"Kyasanur Forest disease"	"A98.2"	0	4156214161	0.0 (Unreliable)
	"Marburg virus disease"	"A98.3"	1	4156214161	0.0 (Unreliable)
	"Ebola virus disease"	"A98.4"	0	4156214161	0.0 (Unreliable)
	"Haemorrhagic fever with renal syndrome"	"A98.5"	25	4156214161	0.0
	"Other specified viral haemorrhagic fevers"	"A98.8"	0	4156214161	0.0 (Unreliable)
	"Unspecified viral haemorrhagic fever"	"A99"	1	4156214161	0.0 (Unreliable)
	"Eczema herpeticum"	"B00.0"	2	4156214161	0.0 (Unreliable)
	"Herpesviral vesicular dermatitis"	"B00.1"	10	4156214161	0.0 (Unreliable)
	"Herpesviral gingivostomatitis and pharyngotonsillitis"	"B00.2"	9	4156214161	0.0 (Unreliable)
	"Herpesviral meningitis"	"B00.3"	43	4156214161	0.0
	"Herpesviral encephalitis"	"B00.4"	1482	4156214161	0.0
	"Herpesviral ocular disease"	"B00.5"	1	4156214161	0.0 (Unreliable)
	"Disseminated herpesviral disease"	"B00.7"	188	4156214161	0.0
	"Other forms of herpesviral infection"	"B00.8"	209	4156214161	0.0
	"Herpesviral infection, unspecified"	"B00.9"	579	4156214161	0.0
	"Varicella meningitis"	"B01.0"	7	4156214161	0.0 (Unreliable)
	"Varicella encephalitis"	"B01.1"	53	4156214161	0.0
	"Varicella pneumonia"	"B01.2"	116	4156214161	0.0
	"Varicella with other complications"	"B01.8"	8	4156214161	0.0 (Unreliable)
	"Varicella without complication"	"B01.9"	131	4156214161	0.0
	"Zoster encephalitis"	"B02.0"	207	4156214161	0.0
	"Zoster meningitis"	"B02.1"	16	4156214161	0.0 (Unreliable)
	"Zoster with other nervous system involvement"	"B02.2"	295	4156214161	0.0
	"Zoster ocular disease"	"B02.3"	50	4156214161	0.0
	"Disseminated zoster"	"B02.7"	263	4156214161	0.0
	"Zoster with other complications"	"B02.8"	17	4156214161	0.0 (Unreliable)
	"Zoster without complication"	"B02.9"	1288	4156214161	0.0
	"Smallpox"	"B03"	0	4156214161	0.0 (Unreliable)
	"Monkeypox"	"B04"	0	4156214161	0.0 (Unreliable)
	"Measles complicated by encephalitis"	"B05.0"	5	4156214161	0.0 (Unreliable)
	"Measles complicated by meningitis"	"B05.1"	0	4156214161	0.0 (Unreliable)
	"Measles complicated by pneumonia"	"B05.2"	3	4156214161	0.0 (Unreliable)
	"Measles complicated by otitis media"	"B05.3"	0	4156214161	0.0 (Unreliable)
	"Measles with intestinal complications"	"B05.4"	0	4156214161	0.0 (Unreliable)
	"Measles with other complications"	"B05.8"	0	4156214161	0.0 (Unreliable)
	"Measles without complication"	"B05.9"	4	4156214161	0.0 (Unreliable)
	"Rubella with neurological complications"	"B06.0"	1	4156214161	0.0 (Unreliable)
	"Rubella with other complications"	"B06.8"	3	4156214161	0.0 (Unreliable)
	"Rubella without complication"	"B06.9"	3	4156214161	0.0 (Unreliable)
	"Viral warts"	"B07"	2	4156214161	0.0 (Unreliable)
	"Other orthopoxvirus infections"	"B08.0"	0	4156214161	0.0 (Unreliable)
	"Molluscum contagiosum"	"B08.1"	0	4156214161	0.0 (Unreliable)
	"Exanthema subitum [sixth disease]"	"B08.2"	0	4156214161	0.0 (Unreliable)
	"Erythema infectiosum [fifth disease]"	"B08.3"	3	4156214161	0.0 (Unreliable)
	"Enteroviral vesicular stomatitis with exanthem"	"B08.4"	1	4156214161	0.0 (Unreliable)
	"Enteroviral vesicular pharyngitis"	"B08.5"	1	4156214161	0.0 (Unreliable)
	"Other specified viral infections characterized by skin and mucous membrane lesions"	"B08.8"	3	4156214161	0.0 (Unreliable)
	"Unspecified viral infection characterized by skin and mucous membrane lesions"	"B09"	2	4156214161	0.0 (Unreliable)
	"Hepatitis A with hepatic coma"	"B15.0"	36	4156214161	0.0
	"Hepatitis A without hepatic coma"	"B15.9"	726	4156214161	0.0
	"Acute hepatitis B with delta-agent (coinfection) with hepatic coma"	"B16.0"	0	4156214161	0.0 (Unreliable)
	"Acute hepatitis B with delta-agent (coinfection) without hepatic coma"	"B16.1"	1	4156214161	0.0 (Unreliable)
	"Acute hepatitis B without delta-agent with hepatic coma"	"B16.2"	411	4156214161	0.0
	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	7572	4156214161	0.2
	"Acute delta-(super)infection of hepatitis B carrier"	"B17.0"	1	4156214161	0.0 (Unreliable)
	"Acute hepatitis C"	"B17.1"	23603	4156214161	0.6
	"Acute hepatitis E"	"B17.2"	8	4156214161	0.0 (Unreliable)
	"Other specified acute viral hepatitis"	"B17.8"	40	4156214161	0.0
	"Acute viral hepatitis, unspecified"	"B17.9"	183	4156214161	0.0
	"Chronic viral hepatitis B with delta-agent"	"B18.0"	2	4156214161	0.0 (Unreliable)
	"Chronic viral hepatitis B without delta-agent"	"B18.1"	1703	4156214161	0.0
	"Chronic viral hepatitis C"	"B18.2"	55788	4156214161	1.3
	"Other chronic viral hepatitis"	"B18.8"	18	4156214161	0.0 (Unreliable)
	"Chronic viral hepatitis, unspecified"	"B18.9"	128	4156214161	0.0
	"Unspecified viral hepatitis hepatic with coma"	"B19.0"	61	4156214161	0.0
	"Unspecified viral hepatitis without hepatic coma"	"B19.9"	1105	4156214161	0.0
	"HIV disease resulting in mycobacterial infection"	"B20.0"	1717	4156214161	0.0
	"HIV disease resulting in other bacterial infections"	"B20.1"	13077	4156214161	0.3
	"HIV disease resulting in cytomegaloviral disease"	"B20.2"	449	4156214161	0.0
	"HIV disease resulting in other viral infections"	"B20.3"	8575	4156214161	0.2
	"HIV disease resulting in candidiasis"	"B20.4"	185	4156214161	0.0
	"HIV disease resulting in other mycoses"	"B20.5"	3252	4156214161	0.1
	"HIV disease resulting in Pneumocystis carinii pneumonia"	"B20.6"	5338	4156214161	0.1
	"HIV disease resulting in multiple infections"	"B20.7"	15772	4156214161	0.4
	"HIV disease resulting in other infectious and parasitic diseases"	"B20.8"	13914	4156214161	0.3
	"HIV disease resulting in unspecified infectious or parasitic disease"	"B20.9"	241	4156214161	0.0
	"HIV disease resulting in Kaposi's sarcoma"	"B21.0"	1182	4156214161	0.0
	"HIV disease resulting in Burkitt's lymphoma"	"B21.1"	483	4156214161	0.0
	"HIV disease resulting in other types of non-Hodgkin's lymphoma"	"B21.2"	5055	4156214161	0.1
	"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue"	"B21.3"	790	4156214161	0.0
	"HIV disease resulting in multiple malignant neoplasms"	"B21.7"	461	4156214161	0.0
	"HIV disease resulting in other malignant neoplasms"	"B21.8"	3351	4156214161	0.1
	"HIV disease resulting in unspecified malignant neoplasm"	"B21.9"	703	4156214161	0.0
	"HIV disease resulting in encephalopathy"	"B22.0"	2360	4156214161	0.1
	"HIV disease resulting in lymphoid interstitial pneumonitis"	"B22.1"	0	4156214161	0.0 (Unreliable)
	"HIV disease resulting in wasting syndrome"	"B22.2"	2598	4156214161	0.1
	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	12360	4156214161	0.3
	"Acute HIV infection syndrome"	"B23.0"	1	4156214161	0.0 (Unreliable)
	"HIV disease resulting in (persistent) generalized lymphadenopathy"	"B23.1"	9	4156214161	0.0 (Unreliable)
	"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified"	"B23.2"	3271	4156214161	0.1
	"HIV disease resulting in other specified conditions"	"B23.8"	30079	4156214161	0.7
	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	37958	4156214161	0.9
	"Cytomegaloviral pneumonitis"	"B25.0"	625	4156214161	0.0
	"Cytomegaloviral hepatitis"	"B25.1"	27	4156214161	0.0
	"Cytomegaloviral pancreatitis"	"B25.2"	3	4156214161	0.0 (Unreliable)
	"Other cytomegaloviral diseases"	"B25.8"	277	4156214161	0.0
	"Cytomegaloviral disease, unspecified"	"B25.9"	620	4156214161	0.0
	"Mumps orchitis"	"B26.0"	0	4156214161	0.0 (Unreliable)
	"Mumps meningitis"	"B26.1"	0	4156214161	0.0 (Unreliable)
	"Mumps encephalitis"	"B26.2"	0	4156214161	0.0 (Unreliable)
	"Mumps pancreatitis"	"B26.3"	0	4156214161	0.0 (Unreliable)
	"Mumps with other complications"	"B26.8"	0	4156214161	0.0 (Unreliable)
	"Mumps without complication"	"B26.9"	10	4156214161	0.0 (Unreliable)
	"Gammaherpesviral mononucleosis"	"B27.0"	226	4156214161	0.0
	"Cytomegaloviral mononucleosis"	"B27.1"	3	4156214161	0.0 (Unreliable)
	"Other infectious mononucleosis"	"B27.8"	0	4156214161	0.0 (Unreliable)
	"Infectious mononucleosis, unspecified"	"B27.9"	68	4156214161	0.0
	"Keratoconjunctivitis due to adenovirus"	"B30.0"	0	4156214161	0.0 (Unreliable)
	"Conjunctivitis due to adenovirus"	"B30.1"	0	4156214161	0.0 (Unreliable)
	"Viral pharyngoconjunctivitis"	"B30.2"	4	4156214161	0.0 (Unreliable)
	"Acute epidemic haemorrhagic conjunctivitis"	"B30.3"	1	4156214161	0.0 (Unreliable)
	"Other viral conjunctivitis"	"B30.8"	1	4156214161	0.0 (Unreliable)
	"Viral conjunctivitis, unspecified"	"B30.9"	0	4156214161	0.0 (Unreliable)
	"Epidemic myalgia"	"B33.0"	0	4156214161	0.0 (Unreliable)
	"Ross River disease"	"B33.1"	0	4156214161	0.0 (Unreliable)
	"Viral carditis"	"B33.2"	608	4156214161	0.0
	"Retrovirus infections, not elsewhere classified"	"B33.3"	86	4156214161	0.0
	"Hantavirus (cardio)-pulmonary syndrome [HPS][HCPS]"	"B33.4"	38	4156214161	0.0
	"Other specified viral diseases"	"B33.8"	96	4156214161	0.0
	"Adenovirus infection, unspecified"	"B34.0"	201	4156214161	0.0
	"Enterovirus infection, unspecified"	"B34.1"	101	4156214161	0.0
	"Coronavirus infection, unspecified"	"B34.2"	2	4156214161	0.0 (Unreliable)
	"Parvovirus infection, unspecified"	"B34.3"	17	4156214161	0.0 (Unreliable)
	"Papovavirus infection, unspecified"	"B34.4"	2	4156214161	0.0 (Unreliable)
	"Other viral infections of unspecified site"	"B34.8"	809	4156214161	0.0
	"Viral infection, unspecified"	"B34.9"	3315	4156214161	0.1
	"Tinea barbae and tinea capitis"	"B35.0"	3	4156214161	0.0 (Unreliable)
	"Tinea unguium"	"B35.1"	1	4156214161	0.0 (Unreliable)
	"Tinea manuum"	"B35.2"	0	4156214161	0.0 (Unreliable)
	"Tinea pedis"	"B35.3"	2	4156214161	0.0 (Unreliable)
	"Tinea corporis"	"B35.4"	1	4156214161	0.0 (Unreliable)
	"Tinea imbricata"	"B35.5"	0	4156214161	0.0 (Unreliable)
	"Tinea cruris"	"B35.6"	2	4156214161	0.0 (Unreliable)
	"Other dermatophytoses"	"B35.8"	1	4156214161	0.0 (Unreliable)
	"Dermatophytosis, unspecified"	"B35.9"	0	4156214161	0.0 (Unreliable)
	"Pityriasis versicolor"	"B36.0"	3	4156214161	0.0 (Unreliable)
	"Tinea nigra"	"B36.1"	0	4156214161	0.0 (Unreliable)
	"White piedra"	"B36.2"	0	4156214161	0.0 (Unreliable)
	"Black piedra"	"B36.3"	0	4156214161	0.0 (Unreliable)
	"Other specified superficial mycoses"	"B36.8"	0	4156214161	0.0 (Unreliable)
	"Superficial mycosis, unspecified"	"B36.9"	5	4156214161	0.0 (Unreliable)
	"Candidal stomatitis"	"B37.0"	60	4156214161	0.0
	"Pulmonary candidiasis"	"B37.1"	294	4156214161	0.0
	"Candidiasis of skin and nail"	"B37.2"	10	4156214161	0.0 (Unreliable)
	"Candidiasis of vulva and vagina"	"B37.3"	1	4156214161	0.0 (Unreliable)
	"Candidiasis of other urogenital sites"	"B37.4"	189	4156214161	0.0
	"Candidal meningitis"	"B37.5"	20	4156214161	0.0
	"Candidal endocarditis"	"B37.6"	96	4156214161	0.0
	"Candidal septicaemia"	"B37.7"	2532	4156214161	0.1
	"Candidiasis of other sites"	"B37.8"	491	4156214161	0.0
	"Candidiasis, unspecified"	"B37.9"	293	4156214161	0.0
	"Acute pulmonary coccidioidomycosis"	"B38.0"	78	4156214161	0.0
	"Chronic pulmonary coccidioidomycosis"	"B38.1"	12	4156214161	0.0 (Unreliable)
	"Pulmonary coccidioidomycosis, unspecified"	"B38.2"	378	4156214161	0.0
	"Cutaneous coccidioidomycosis"	"B38.3"	2	4156214161	0.0 (Unreliable)
	"Coccidioidomycosis meningitis"	"B38.4"	120	4156214161	0.0
	"Disseminated coccidioidomycosis"	"B38.7"	277	4156214161	0.0
	"Other forms of coccidioidomycosis"	"B38.8"	12	4156214161	0.0 (Unreliable)
	"Coccidioidomycosis, unspecified"	"B38.9"	279	4156214161	0.0
	"Acute pulmonary histoplasmosis capsulati"	"B39.0"	1	4156214161	0.0 (Unreliable)
	"Chronic pulmonary histoplasmosis capsulati"	"B39.1"	1	4156214161	0.0 (Unreliable)
	"Pulmonary histoplasmosis capsulati, unspecified"	"B39.2"	107	4156214161	0.0
	"Disseminated histoplasmosis capsulati"	"B39.3"	3	4156214161	0.0 (Unreliable)
	"Histoplasmosis capsulati, unspecified"	"B39.4"	3	4156214161	0.0 (Unreliable)
	"Histoplasmosis duboisii"	"B39.5"	0	4156214161	0.0 (Unreliable)
	"Histoplasmosis, unspecified"	"B39.9"	364	4156214161	0.0
	"Acute pulmonary blastomycosis"	"B40.0"	1	4156214161	0.0 (Unreliable)
	"Chronic pulmonary blastomycosis"	"B40.1"	0	4156214161	0.0 (Unreliable)
	"Pulmonary blastomycosis, unspecified"	"B40.2"	128	4156214161	0.0
	"Cutaneous blastomycosis"	"B40.3"	4	4156214161	0.0 (Unreliable)
	"Disseminated blastomycosis"	"B40.7"	75	4156214161	0.0
	"Other forms of blastomycosis"	"B40.8"	3	4156214161	0.0 (Unreliable)
	"Blastomycosis, unspecified"	"B40.9"	206	4156214161	0.0
	"Pulmonary paracoccidioidomycosis"	"B41.0"	0	4156214161	0.0 (Unreliable)
	"Disseminated paracoccidioidomycosis"	"B41.7"	0	4156214161	0.0 (Unreliable)
	"Other forms of paracoccidioidomycosis"	"B41.8"	0	4156214161	0.0 (Unreliable)
	"Paracoccidioidomycosis, unspecified"	"B41.9"	0	4156214161	0.0 (Unreliable)
	"Pulmonary sporotrichosis"	"B42.0"	2	4156214161	0.0 (Unreliable)
	"Lymphocutaneous sporotrichosis"	"B42.1"	0	4156214161	0.0 (Unreliable)
	"Disseminated sporotrichosis"	"B42.7"	3	4156214161	0.0 (Unreliable)
	"Other forms of sporotrichosis"	"B42.8"	1	4156214161	0.0 (Unreliable)
	"Sporotrichosis, unspecified"	"B42.9"	5	4156214161	0.0 (Unreliable)
	"Cutaneous chromomycosis"	"B43.0"	0	4156214161	0.0 (Unreliable)
	"Phaeomycotic brain abscess"	"B43.1"	4	4156214161	0.0 (Unreliable)
	"Subcutaneous phaeomycotic abscess and cyst"	"B43.2"	0	4156214161	0.0 (Unreliable)
	"Other forms of chromomycosis"	"B43.8"	1	4156214161	0.0 (Unreliable)
	"Chromomycosis, unspecified"	"B43.9"	0	4156214161	0.0 (Unreliable)
	"Invasive pulmonary aspergillosis"	"B44.0"	122	4156214161	0.0
	"Other pulmonary aspergillosis"	"B44.1"	1541	4156214161	0.0
	"Tonsillar aspergillosis"	"B44.2"	0	4156214161	0.0 (Unreliable)
	"Disseminated aspergillosis"	"B44.7"	112	4156214161	0.0
	"Other forms of aspergillosis"	"B44.8"	95	4156214161	0.0
	"Aspergillosis, unspecified"	"B44.9"	842	4156214161	0.0
	"Pulmonary cryptococcosis"	"B45.0"	112	4156214161	0.0
	"Cerebral cryptococcosis"	"B45.1"	984	4156214161	0.0
	"Cutaneous cryptococcosis"	"B45.2"	2	4156214161	0.0 (Unreliable)
	"Osseous cryptococcosis"	"B45.3"	0	4156214161	0.0 (Unreliable)
	"Disseminated cryptococcosis"	"B45.7"	214	4156214161	0.0
	"Other forms of cryptococcosis"	"B45.8"	7	4156214161	0.0 (Unreliable)
	"Cryptococcosis, unspecified"	"B45.9"	140	4156214161	0.0
	"Pulmonary mucormycosis"	"B46.0"	37	4156214161	0.0
	"Rhinocerebral mucormycosis"	"B46.1"	42	4156214161	0.0
	"Gastrointestinal mucormycosis"	"B46.2"	7	4156214161	0.0 (Unreliable)
	"Cutaneous mucormycosis"	"B46.3"	3	4156214161	0.0 (Unreliable)
	"Disseminated mucormycosis"	"B46.4"	15	4156214161	0.0 (Unreliable)
	"Mucormycosis, unspecified"	"B46.5"	185	4156214161	0.0
	"Other zygomycoses"	"B46.8"	4	4156214161	0.0 (Unreliable)
	"Zygomycosis, unspecified"	"B46.9"	9	4156214161	0.0 (Unreliable)
	"Eumycetoma"	"B47.0"	0	4156214161	0.0 (Unreliable)
	"Actinomycetoma"	"B47.1"	0	4156214161	0.0 (Unreliable)
	"Mycetoma, unspecified"	"B47.9"	38	4156214161	0.0
	"Lobomycosis"	"B48.0"	0	4156214161	0.0 (Unreliable)
	"Rhinosporidiosis"	"B48.1"	1	4156214161	0.0 (Unreliable)
	"Allescheriasis"	"B48.2"	2	4156214161	0.0 (Unreliable)
	"Geotrichosis"	"B48.3"	1	4156214161	0.0 (Unreliable)
	"Penicillosis"	"B48.4"	0	4156214161	0.0 (Unreliable)
	"Opportunistic mycoses"	"B48.7"	5	4156214161	0.0 (Unreliable)
	"Other specified mycoses"	"B48.8"	18	4156214161	0.0 (Unreliable)
	"Unspecified mycosis"	"B49"	5171	4156214161	0.1
	"Plasmodium falciparum malaria with cerebral complications"	"B50.0"	17	4156214161	0.0 (Unreliable)
	"Other severe and complicated Plasmodium falciparum malaria"	"B50.8"	0	4156214161	0.0 (Unreliable)
	"Plasmodium falciparum malaria, unspecified"	"B50.9"	15	4156214161	0.0 (Unreliable)
	"Plasmodium vivax malaria with rupture of spleen"	"B51.0"	0	4156214161	0.0 (Unreliable)
	"Plasmodium vivax malaria with other complications"	"B51.8"	0	4156214161	0.0 (Unreliable)
	"Plasmodium vivax malaria without complication"	"B51.9"	1	4156214161	0.0 (Unreliable)
	"Plasmodium malariae malaria with nephropathy"	"B52.0"	0	4156214161	0.0 (Unreliable)
	"Plasmodium malariae malaria with other complications"	"B52.8"	0	4156214161	0.0 (Unreliable)
	"Plasmodium malariae malaria without complication"	"B52.9"	0	4156214161	0.0 (Unreliable)
	"Plasmodium ovale malaria"	"B53.0"	0	4156214161	0.0 (Unreliable)
	"Malaria due to simian plasmodia"	"B53.1"	0	4156214161	0.0 (Unreliable)
	"Other parasitologically confirmed malaria, not elsewhere classified"	"B53.8"	0	4156214161	0.0 (Unreliable)
	"Unspecified malaria"	"B54"	57	4156214161	0.0
	"Visceral leishmaniasis"	"B55.0"	1	4156214161	0.0 (Unreliable)
	"Cutaneous leishmaniasis"	"B55.1"	0	4156214161	0.0 (Unreliable)
	"Mucocutaneous leishmaniasis"	"B55.2"	0	4156214161	0.0 (Unreliable)
	"Leishmaniasis, unspecified"	"B55.9"	2	4156214161	0.0 (Unreliable)
	"Gambiense trypanosomiasis"	"B56.0"	0	4156214161	0.0 (Unreliable)
	"Rhodesiense trypanosomiasis"	"B56.1"	0	4156214161	0.0 (Unreliable)
	"African trypanosomiasis, unspecified"	"B56.9"	0	4156214161	0.0 (Unreliable)
	"Acute Chagas' disease with heart involvement"	"B57.0"	0	4156214161	0.0 (Unreliable)
	"Acute Chagas' disease without heart involvement"	"B57.1"	0	4156214161	0.0 (Unreliable)
	"Chagas' disease"	"B57.2"	37	4156214161	0.0
	"Chagas' disease (chronic) with digestive system involvement"	"B57.3"	1	4156214161	0.0 (Unreliable)
	"Chagas' disease (chronic) with nervous system involvement"	"B57.4"	3	4156214161	0.0 (Unreliable)
	"Chagas' disease (chronic) with other organ involvement"	"B57.5"	0	4156214161	0.0 (Unreliable)
	"Toxoplasma oculopathy"	"B58.0"	0	4156214161	0.0 (Unreliable)
	"Toxoplasma hepatitis"	"B58.1"	0	4156214161	0.0 (Unreliable)
	"Toxoplasma meningoencephalitis"	"B58.2"	85	4156214161	0.0
	"Pulmonary toxoplasmosis"	"B58.3"	9	4156214161	0.0 (Unreliable)
	"Toxoplasmosis with other organ involvement"	"B58.8"	38	4156214161	0.0
	"Toxoplasmosis, unspecified"	"B58.9"	72	4156214161	0.0
	"Pneumocystosis"	"B59"	2237	4156214161	0.1
	"Babesiosis"	"B60.0"	60	4156214161	0.0
	"Acanthamoebiasis"	"B60.1"	3	4156214161	0.0 (Unreliable)
	"Naegleriasis"	"B60.2"	19	4156214161	0.0 (Unreliable)
	"Other specified protozoal diseases"	"B60.8"	2	4156214161	0.0 (Unreliable)
	"Unspecified protozoal disease"	"B64"	1	4156214161	0.0 (Unreliable)
	"Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]"	"B65.0"	5	4156214161	0.0 (Unreliable)
	"Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]"	"B65.1"	1	4156214161	0.0 (Unreliable)
	"Schistosomiasis due to Schistosoma japonicum"	"B65.2"	0	4156214161	0.0 (Unreliable)
