"Notes"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Chagas' disease with other organ involvement"	"086.1"	2	4961016600	0.0 (Unreliable)
	"Chagas' disease without mention of organ involvement"	"086.2"	7	4961016600	0.0 (Unreliable)
	"Gambian trypanosomiasis"	"086.3"	0	4961016600	0.0 (Unreliable)
	"Rhodesian trypanosomiasis"	"086.4"	0	4961016600	0.0 (Unreliable)
	"African trypanosomiasis, unspecified"	"086.5"	0	4961016600	0.0 (Unreliable)
	"Trypanosomiasis, unspecified"	"086.9"	0	4961016600	0.0 (Unreliable)
	"Louse-borne"	"087.0"	0	4961016600	0.0 (Unreliable)
	"Tick-borne"	"087.1"	1	4961016600	0.0 (Unreliable)
	"Relapsing fever, unspecified"	"087.9"	5	4961016600	0.0 (Unreliable)
	"Bartonellosis"	"088.0"	4	4961016600	0.0 (Unreliable)
	"Other specified arthropod-borne diseases"	"088.8"	40	4961016600	0.0
	"Arthropod-borne disease, unspecified"	"088.9"	1	4961016600	0.0 (Unreliable)
	"Early congenital syphilis, symptomatic"	"090.0"	9	4961016600	0.0 (Unreliable)
	"Early congenital syphilis, unspecified"	"090.2"	27	4961016600	0.0
	"Syphilitic interstitial keratitis"	"090.3"	1	4961016600	0.0 (Unreliable)
	"Juvenile neurosyphilis"	"090.4"	99	4961016600	0.0
	"Other late congenital syphilis, symptomatic"	"090.5"	24	4961016600	0.0
	"Late congenital syphilis, unspecified"	"090.7"	3	4961016600	0.0 (Unreliable)
	"Congenital syphilis, unspecified"	"090.9"	185	4961016600	0.0
	"Genital syphilis (primary)"	"091.0"	0	4961016600	0.0 (Unreliable)
	"Primary anal syphilis"	"091.1"	0	4961016600	0.0 (Unreliable)
	"Other primary syphilis"	"091.2"	1	4961016600	0.0 (Unreliable)
	"Secondary syphilis of skin or mucous membranes"	"091.3"	13	4961016600	0.0 (Unreliable)
	"Adenopathy due to secondary syphilis"	"091.4"	1	4961016600	0.0 (Unreliable)
	"Uveitis due to secondary syphilis"	"091.5"	0	4961016600	0.0 (Unreliable)
	"Secondary syphilis of viscera and bone"	"091.6"	0	4961016600	0.0 (Unreliable)
	"Secondary syphilis, relapse"	"091.7"	0	4961016600	0.0 (Unreliable)
	"Other forms of secondary syphilis"	"091.8"	0	4961016600	0.0 (Unreliable)
	"Unspecified secondary syphilis"	"091.9"	3	4961016600	0.0 (Unreliable)
	"Aneurysm of aorta, specified as syphilitic"	"093.0"	77	4961016600	0.0
	"Syphilitic aortitis"	"093.1"	176	4961016600	0.0
	"Syphilitic endocarditis"	"093.2"	92	4961016600	0.0
	"Other specified cardiovascular syphilis"	"093.8"	139	4961016600	0.0
	"Cardiovascular syphilis, unspecified"	"093.9"	30	4961016600	0.0
	"Tabes dorsalis"	"094.0"	124	4961016600	0.0
	"General paresis"	"094.1"	157	4961016600	0.0
	"Syphilitic meningitis"	"094.2"	23	4961016600	0.0
	"Other specified neurosyphilis"	"094.8"	87	4961016600	0.0
	"Neurosyphilis, unspecified"	"094.9"	399	4961016600	0.0
	"Other forms of late syphilis, with symptoms"	"095"	17	4961016600	0.0 (Unreliable)
	"Late syphilis, unspecified"	"097.0"	181	4961016600	0.0
	"Syphilis, unspecified"	"097.9"	96	4961016600	0.0
	"Acute, of lower genitourinary tract"	"098.0"	24	4961016600	0.0
	"Acute, of upper genitourinary tract"	"098.1"	2	4961016600	0.0 (Unreliable)
	"Chronic, of lower genitourinary tract"	"098.2"	1	4961016600	0.0 (Unreliable)
	"Chronic, of upper genitourinary tract"	"098.3"	1	4961016600	0.0 (Unreliable)
	"Gonococcal infection of eye"	"098.4"	0	4961016600	0.0 (Unreliable)
	"Gonococcal infection of joint"	"098.5"	1	4961016600	0.0 (Unreliable)
	"Gonococcal infection of pharynx"	"098.6"	0	4961016600	0.0 (Unreliable)
	"Gonococcal infection of anus and rectum"	"098.7"	0	4961016600	0.0 (Unreliable)
	"Gonococcal infection of other specified sites"	"098.8"	51	4961016600	0.0
	"Chancroid"	"099.0"	1	4961016600	0.0 (Unreliable)
	"Lymphogranuloma venereum"	"099.1"	15	4961016600	0.0 (Unreliable)
	"Granuloma inguinale"	"099.2"	2	4961016600	0.0 (Unreliable)
	"Reiter's disease"	"099.3"	24	4961016600	0.0
	"Other nongonococcal urethritis [ngu]"	"099.4"	0	4961016600	0.0 (Unreliable)
	"Other specified venereal diseases"	"099.8"	1	4961016600	0.0 (Unreliable)
	"Venereal disease, unspecified"	"099.9"	55	4961016600	0.0
	"Leptospirosis icterohemorrhagica"	"100.0"	5	4961016600	0.0 (Unreliable)
	"Other specified leptospiral infections"	"100.8"	3	4961016600	0.0 (Unreliable)
	"Leptospirosis, unspecified"	"100.9"	30	4961016600	0.0
	"Vincent's angina"	"101"	9	4961016600	0.0 (Unreliable)
	"Initial lesions"	"102.0"	0	4961016600	0.0 (Unreliable)
	"Multiple papillomata and wet crab yaws"	"102.1"	0	4961016600	0.0 (Unreliable)
	"Other early skin lesions"	"102.2"	0	4961016600	0.0 (Unreliable)
	"Hyperkeratosis"	"102.3"	0	4961016600	0.0 (Unreliable)
	"Gummata and ulcers"	"102.4"	0	4961016600	0.0 (Unreliable)
	"Gangosa"	"102.5"	0	4961016600	0.0 (Unreliable)
	"Bone and joint lesions"	"102.6"	0	4961016600	0.0 (Unreliable)
	"Other manifestations"	"102.7"	0	4961016600	0.0 (Unreliable)
	"Yaws, unspecified"	"102.9"	0	4961016600	0.0 (Unreliable)
	"Primary lesions"	"103.0"	0	4961016600	0.0 (Unreliable)
	"Intermediate lesions"	"103.1"	0	4961016600	0.0 (Unreliable)
	"Late lesions"	"103.2"	0	4961016600	0.0 (Unreliable)
	"Mixed lesions"	"103.3"	0	4961016600	0.0 (Unreliable)
	"Pinta, unspecified"	"103.9"	0	4961016600	0.0 (Unreliable)
	"Nonvenereal endemic syphilis"	"104.0"	0	4961016600	0.0 (Unreliable)
	"Other specified spirochetal infections"	"104.8"	0	4961016600	0.0 (Unreliable)
	"Spirochetal infection, unspecified"	"104.9"	1	4961016600	0.0 (Unreliable)
	"Of scalp and beard"	"110.0"	1	4961016600	0.0 (Unreliable)
	"Of nail"	"110.1"	0	4961016600	0.0 (Unreliable)
	"Of hand"	"110.2"	0	4961016600	0.0 (Unreliable)
	"Of groin and perianal area"	"110.3"	0	4961016600	0.0 (Unreliable)
	"Of foot"	"110.4"	0	4961016600	0.0 (Unreliable)
	"Of the body"	"110.5"	2	4961016600	0.0 (Unreliable)
	"Deep seated dermatophytosis"	"110.6"	0	4961016600	0.0 (Unreliable)
	"Of other specified sites"	"110.8"	1	4961016600	0.0 (Unreliable)
	"Of unspecified site"	"110.9"	7	4961016600	0.0 (Unreliable)
	"Pityriasis versicolor"	"111.0"	1	4961016600	0.0 (Unreliable)
	"Tinea nigra"	"111.1"	0	4961016600	0.0 (Unreliable)
	"Tinea blanca"	"111.2"	2	4961016600	0.0 (Unreliable)
	"Black piedra"	"111.3"	0	4961016600	0.0 (Unreliable)
	"Other specified dermatomycoses"	"111.8"	0	4961016600	0.0 (Unreliable)
	"Dermatomycosis, unspecified"	"111.9"	23	4961016600	0.0
	"Of mouth"	"112.0"	123	4961016600	0.0
	"Of vulva and vagina"	"112.1"	2	4961016600	0.0 (Unreliable)
	"Of other urogenital sites"	"112.2"	120	4961016600	0.0
	"Of skin and nails"	"112.3"	11	4961016600	0.0 (Unreliable)
	"Of lung"	"112.4"	1283	4961016600	0.0
	"Disseminated"	"112.5"	8012	4961016600	0.2
	"Of other specified sites"	"112.8"	919	4961016600	0.0
	"Of unspecified site"	"112.9"	2423	4961016600	0.0
	"Coccidioidomycosis"	"114"	1613	4961016600	0.0
	"Infection by histoplasma capsulatum"	"115.0"	135	4961016600	0.0
	"Infection by histoplasma duboisii"	"115.1"	0	4961016600	0.0 (Unreliable)
	"Histoplasmosis, unspecified"	"115.9"	1029	4961016600	0.0
	"Blastomycosis"	"116.0"	674	4961016600	0.0
	"Paracoccidioidomycosis"	"116.1"	1	4961016600	0.0 (Unreliable)
	"Lobomycosis"	"116.2"	0	4961016600	0.0 (Unreliable)
	"Rhinosporidiosis"	"117.0"	1	4961016600	0.0 (Unreliable)
	"Sporotrichosis"	"117.1"	44	4961016600	0.0
	"Chromoblastomycosis"	"117.2"	3	4961016600	0.0 (Unreliable)
	"Aspergillosis"	"117.3"	6017	4961016600	0.1
	"Mycotic mycetomas"	"117.4"	2	4961016600	0.0 (Unreliable)
	"Cryptococcosis"	"117.5"	4312	4961016600	0.1
	"Allescheriosis [petriellidosis]"	"117.6"	14	4961016600	0.0 (Unreliable)
	"Zygomycosis [phycomycosis or mucormycosis]"	"117.7"	911	4961016600	0.0
	"Infection by dematiacious fungi [phaehyphomycosis]"	"117.8"	8	4961016600	0.0 (Unreliable)
	"Other and unspecified mycoses"	"117.9"	9313	4961016600	0.2
	"Opportunistic mycoses"	"118"	7	4961016600	0.0 (Unreliable)
	"Schistosoma haematobium"	"120.0"	0	4961016600	0.0 (Unreliable)
	"Schistosoma mansoni"	"120.1"	2	4961016600	0.0 (Unreliable)
	"Schistosoma japonicum"	"120.2"	5	4961016600	0.0 (Unreliable)
	"Cutaneous"	"120.3"	0	4961016600	0.0 (Unreliable)
	"Other specified schistosomiasis"	"120.8"	0	4961016600	0.0 (Unreliable)
	"Schistosomiasis, unspecified"	"120.9"	41	4961016600	0.0
	"Opisthorchiasis"	"121.0"	0	4961016600	0.0 (Unreliable)
	"Clonorchiasis"	"121.1"	8	4961016600	0.0 (Unreliable)
	"Paragonimiasis"	"121.2"	0	4961016600	0.0 (Unreliable)
	"Fascioliasis"	"121.3"	2	4961016600	0.0 (Unreliable)
	"Fasciolopsiasis"	"121.4"	0	4961016600	0.0 (Unreliable)
	"Metagonimiasis"	"121.5"	0	4961016600	0.0 (Unreliable)
	"Heterophyiasis"	"121.6"	0	4961016600	0.0 (Unreliable)
	"Other specified trematode infections"	"121.8"	0	4961016600	0.0 (Unreliable)
	"Trematode infection, unspecified"	"121.9"	0	4961016600	0.0 (Unreliable)
	"Echinococcus granulosus infection of liver"	"122.0"	0	4961016600	0.0 (Unreliable)
	"Echinococcus granulosus infection of lung"	"122.1"	0	4961016600	0.0 (Unreliable)
	"Echinococcus granulosus infection of thyroid"	"122.2"	0	4961016600	0.0 (Unreliable)
	"Echinococcus granulosus infection, other"	"122.3"	0	4961016600	0.0 (Unreliable)
	"Echinococcus granulosus infection, unspecified"	"122.4"	1	4961016600	0.0 (Unreliable)
	"Echinococcus multilocularis infection of liver"	"122.5"	1	4961016600	0.0 (Unreliable)
	"Echinococcus multilocularis infection, other"	"122.6"	0	4961016600	0.0 (Unreliable)
	"Echinococcus multilocularis infection, unspecified"	"122.7"	1	4961016600	0.0 (Unreliable)
	"Echinococcosis, unspecified, of liver"	"122.8"	21	4961016600	0.0
	"Echinococcosis, other and unspecified"	"122.9"	20	4961016600	0.0
	"Taenia solium infection, intestinal form"	"123.0"	0	4961016600	0.0 (Unreliable)
	"Cysticercosis"	"123.1"	218	4961016600	0.0
	"Taenia saginata infection"	"123.2"	0	4961016600	0.0 (Unreliable)
	"Taeniasis, unspecified"	"123.3"	1	4961016600	0.0 (Unreliable)
	"Diphyllobothriasis, intestinal"	"123.4"	0	4961016600	0.0 (Unreliable)
	"Sparganosis [larval diphyllobothriasis]"	"123.5"	0	4961016600	0.0 (Unreliable)
	"Hymenolepiasis"	"123.6"	0	4961016600	0.0 (Unreliable)
	"Other specified cestode infection"	"123.8"	0	4961016600	0.0 (Unreliable)
	"Cestode infection, unspecified"	"123.9"	1	4961016600	0.0 (Unreliable)
	"Trichinosis"	"124"	5	4961016600	0.0 (Unreliable)
	"Bancroftian filariasis"	"125.0"	0	4961016600	0.0 (Unreliable)
	"Malayan filariasis"	"125.1"	0	4961016600	0.0 (Unreliable)
	"Loiasis"	"125.2"	0	4961016600	0.0 (Unreliable)
	"Onchocerciasis"	"125.3"	0	4961016600	0.0 (Unreliable)
	"Dipetalonemiasis"	"125.4"	1	4961016600	0.0 (Unreliable)
	"Mansonella ozzardi infection"	"125.5"	0	4961016600	0.0 (Unreliable)
	"Other specified filariasis"	"125.6"	0	4961016600	0.0 (Unreliable)
	"Dracontiasis"	"125.7"	0	4961016600	0.0 (Unreliable)
	"Unspecified filariasis"	"125.9"	1	4961016600	0.0 (Unreliable)
	"Ancylostoma duodenale"	"126.0"	0	4961016600	0.0 (Unreliable)
	"Necator americanus"	"126.1"	0	4961016600	0.0 (Unreliable)
	"Ancylostoma braziliense"	"126.2"	2	4961016600	0.0 (Unreliable)
	"Ancylostoma ceylanicum"	"126.3"	0	4961016600	0.0 (Unreliable)
	"Other specified ancylostoma"	"126.8"	0	4961016600	0.0 (Unreliable)
	"Ancylostomiasis and necatoriasis, unspecified"	"126.9"	19	4961016600	0.0 (Unreliable)
	"Ascariasis"	"127.0"	9	4961016600	0.0 (Unreliable)
	"Anisakiasis"	"127.1"	1	4961016600	0.0 (Unreliable)
	"Strongyloidiasis"	"127.2"	223	4961016600	0.0
	"Trichuriasis"	"127.3"	4	4961016600	0.0 (Unreliable)
	"Enterobiasis"	"127.4"	2	4961016600	0.0 (Unreliable)
	"Capillariasis"	"127.5"	16	4961016600	0.0 (Unreliable)
	"Trichostrongyliasis"	"127.6"	0	4961016600	0.0 (Unreliable)
	"Other specified intestinal helminthiasis"	"127.7"	1	4961016600	0.0 (Unreliable)
	"Mixed intestinal helminthiasis"	"127.8"	1	4961016600	0.0 (Unreliable)
	"Intestinal helminthiasis, unspecified"	"127.9"	6	4961016600	0.0 (Unreliable)
	"Toxocariasis"	"128.0"	15	4961016600	0.0 (Unreliable)
	"Gnathostomiasis"	"128.1"	1	4961016600	0.0 (Unreliable)
	"Other specified helminthiasis"	"128.8"	2	4961016600	0.0 (Unreliable)
	"Helminth infection, unspecified"	"128.9"	5	4961016600	0.0 (Unreliable)
	"Intestinal parasitism, unspecified"	"129"	48	4961016600	0.0
	"Toxoplasmosis"	"130"	1150	4961016600	0.0
	"Urogenital trichomoniasis"	"131.0"	2	4961016600	0.0 (Unreliable)
	"Other specified sites"	"131.8"	0	4961016600	0.0 (Unreliable)
	"Trichomoniasis, unspecified"	"131.9"	2	4961016600	0.0 (Unreliable)
	"Pediculus capitis [head louse]"	"132.0"	0	4961016600	0.0 (Unreliable)
	"Pediculus corporis [body louse]"	"132.1"	1	4961016600	0.0 (Unreliable)
	"Phthirus pubis [pubic louse]"	"132.2"	0	4961016600	0.0 (Unreliable)
	"Mixed infestation"	"132.3"	0	4961016600	0.0 (Unreliable)
	"Pediculosis, unspecified"	"132.9"	6	4961016600	0.0 (Unreliable)
	"Scabies"	"133.0"	16	4961016600	0.0 (Unreliable)
	"Other acariasis"	"133.8"	2	4961016600	0.0 (Unreliable)
	"Acariasis, unspecified"	"133.9"	1	4961016600	0.0 (Unreliable)
	"Myiasis"	"134.0"	8	4961016600	0.0 (Unreliable)
	"Other arthropod infestation"	"134.1"	1	4961016600	0.0 (Unreliable)
	"Hirudiniasis"	"134.2"	0	4961016600	0.0 (Unreliable)
	"Other specified infestations"	"134.8"	2	4961016600	0.0 (Unreliable)
	"Infestation, unspecified"	"134.9"	4	4961016600	0.0 (Unreliable)
	"Sarcoidosis"	"135"	9532	4961016600	0.2
	"Ainhum"	"136.0"	0	4961016600	0.0 (Unreliable)
	"Behçet's syndrome"	"136.1"	144	4961016600	0.0
	"Specific infections by free-living amebae"	"136.2"	27	4961016600	0.0
	"Pneumocystosis"	"136.3"	13224	4961016600	0.3
	"Psorospermiasis"	"136.4"	0	4961016600	0.0 (Unreliable)
	"Sarcosporidiosis"	"136.5"	1	4961016600	0.0 (Unreliable)
	"Other specified infectious and parasitic diseases"	"136.8"	61	4961016600	0.0
	"Unspecified infectious and parasitic diseases"	"136.9"	5910	4961016600	0.1
	"Late effects of respiratory or unspecified tuberculosis"	"137.0"	4236	4961016600	0.1
	"Late effects of central nervous system tuberculosis"	"137.1"	9	4961016600	0.0 (Unreliable)
	"Late effects of genitourinary tuberculosis"	"137.2"	8	4961016600	0.0 (Unreliable)
	"Late effects of tuberculosis of bones and joints"	"137.3"	9	4961016600	0.0 (Unreliable)
	"Late effects of tuberculosis of other specified organs"	"137.4"	25	4961016600	0.0
	"Late effects of acute poliomyelitis"	"138"	2964	4961016600	0.1
	"Late effects of viral encephalitis"	"139.0"	116	4961016600	0.0
	"Late effects of trachoma"	"139.1"	0	4961016600	0.0 (Unreliable)
	"Late effects of other and unspecified infectious and parasitic diseases"	"139.8"	1103	4961016600	0.0
	"Upper lip, vermilion border"	"140.0"	77	4961016600	0.0
	"Lower lip, vermilion border"	"140.1"	316	4961016600	0.0
	"Upper lip, inner aspect"	"140.3"	4	4961016600	0.0 (Unreliable)
	"Lower lip, inner aspect"	"140.4"	2	4961016600	0.0 (Unreliable)
	"Lip, unspecified, inner aspect"	"140.5"	5	4961016600	0.0 (Unreliable)
	"Commissure of lip"	"140.6"	3	4961016600	0.0 (Unreliable)
	"Other sites of lip"	"140.8"	0	4961016600	0.0 (Unreliable)
	"Lip, unspecified, vermilion border"	"140.9"	1674	4961016600	0.0
	"Base of tongue"	"141.0"	3551	4961016600	0.1
	"Dorsal surface of tongue"	"141.1"	7	4961016600	0.0 (Unreliable)
	"Tip and lateral border of tongue"	"141.2"	20	4961016600	0.0
	"Ventral surface of tongue"	"141.3"	7	4961016600	0.0 (Unreliable)
	"Anterior two-thirds of tongue, part unspecified"	"141.4"	22	4961016600	0.0
	"Junctional zone"	"141.5"	1	4961016600	0.0 (Unreliable)
	"Lingual tonsil"	"141.6"	326	4961016600	0.0
	"Other sites of tongue"	"141.8"	9	4961016600	0.0 (Unreliable)
	"Tongue, unspecified"	"141.9"	33322	4961016600	0.7
	"Parotid gland"	"142.0"	9682	4961016600	0.2
	"Submandibular gland"	"142.1"	819	4961016600	0.0
	"Sublingual gland"	"142.2"	19	4961016600	0.0 (Unreliable)
	"Other major salivary glands"	"142.8"	3	4961016600	0.0 (Unreliable)
	"Salivary gland, unspecified"	"142.9"	2095	4961016600	0.0
	"Upper gum"	"143.0"	593	4961016600	0.0
	"Lower gum"	"143.1"	1309	4961016600	0.0
	"Other sites of gum"	"143.8"	7	4961016600	0.0 (Unreliable)
	"Gum, unspecified"	"143.9"	1120	4961016600	0.0
	"Anterior portion"	"144.0"	32	4961016600	0.0
	"Lateral portion"	"144.1"	8	4961016600	0.0 (Unreliable)
	"Other sites of floor of mouth"	"144.8"	0	4961016600	0.0 (Unreliable)
	"Floor of mouth, part unspecified"	"144.9"	7036	4961016600	0.1
	"Cheek mucosa"	"145.0"	929	4961016600	0.0
	"Vestibule of mouth"	"145.1"	26	4961016600	0.0
	"Hard palate"	"145.2"	614	4961016600	0.0
	"Soft palate"	"145.3"	2021	4961016600	0.0
	"Uvula"	"145.4"	220	4961016600	0.0
	"Palate, unspecified"	"145.5"	2799	4961016600	0.1
	"Retromolar area"	"145.6"	712	4961016600	0.0
	"Other specified parts of mouth"	"145.8"	34	4961016600	0.0
	"Mouth, unspecified"	"145.9"	18116	4961016600	0.4
	"Tonsil"	"146.0"	11081	4961016600	0.2
	"Tonsillar fossa"	"146.1"	804	4961016600	0.0
	"Tonsillar pillars (anterior) (posterior)"	"146.2"	207	4961016600	0.0
	"Vallecula"	"146.3"	118	4961016600	0.0
	"Anterior aspect of epiglottis"	"146.4"	1	4961016600	0.0 (Unreliable)
	"Junctional region"	"146.5"	0	4961016600	0.0 (Unreliable)
	"Lateral wall of oropharynx"	"146.6"	3	4961016600	0.0 (Unreliable)
	"Posterior wall of oropharynx"	"146.7"	11	4961016600	0.0 (Unreliable)
	"Other specified sites of oropharynx"	"146.8"	32	4961016600	0.0
	"Oropharynx, unspecified"	"146.9"	9950	4961016600	0.2
	"Superior wall"	"147.0"	3	4961016600	0.0 (Unreliable)
	"Posterior wall"	"147.1"	228	4961016600	0.0
	"Lateral wall"	"147.2"	5	4961016600	0.0 (Unreliable)
	"Anterior wall"	"147.3"	13	4961016600	0.0 (Unreliable)
	"Other specified sites of nasopharynx"	"147.8"	2	4961016600	0.0 (Unreliable)
	"Nasopharynx, unspecified"	"147.9"	13333	4961016600	0.3
	"Postcricoid region"	"148.0"	31	4961016600	0.0
	"Pyriform sinus"	"148.1"	4545	4961016600	0.1
	"Aryepiglottic fold, hypopharyngeal aspect"	"148.2"	27	4961016600	0.0
	"Posterior hypopharyngeal wall"	"148.3"	18	4961016600	0.0 (Unreliable)
	"Other specified sites of hypopharynx"	"148.8"	0	4961016600	0.0 (Unreliable)
	"Hypopharynx, unspecified"	"148.9"	6257	4961016600	0.1
	"Pharynx, unspecified"	"149.0"	30467	4961016600	0.6
	"Waldeyer's ring"	"149.1"	5	4961016600	0.0 (Unreliable)
	"Other"	"149.8"	8	4961016600	0.0 (Unreliable)
	"Ill-defined"	"149.9"	7	4961016600	0.0 (Unreliable)
	"Cervical esophagus"	"150.0"	382	4961016600	0.0
	"Thoracic esophagus"	"150.1"	85	4961016600	0.0
	"Abdominal esophagus"	"150.2"	8	4961016600	0.0 (Unreliable)
	"Upper third of esophagus"	"150.3"	354	4961016600	0.0
	"Middle third of esophagus"	"150.4"	426	4961016600	0.0
	"Lower third of esophagus"	"150.5"	2340	4961016600	0.0
	"Other specified part"	"150.8"	19	4961016600	0.0 (Unreliable)
	"Esophagus, unspecified"	"150.9"	187401	4961016600	3.8
	"Cardia"	"151.0"	11173	4961016600	0.2
	"Pylorus"	"151.1"	140	4961016600	0.0
	"Pyloric antrum"	"151.2"	286	4961016600	0.0
	"Fundus of stomach"	"151.3"	237	4961016600	0.0
	"Body of stomach"	"151.4"	56	4961016600	0.0
	"Lesser curvature, unspecified"	"151.5"	49	4961016600	0.0
	"Greater curvature, unspecified"	"151.6"	18	4961016600	0.0 (Unreliable)
	"Other specified sites of stomach"	"151.8"	22	4961016600	0.0
	"Stomach, unspecified"	"151.9"	265779	4961016600	5.4
	"Duodenum"	"152.0"	7658	4961016600	0.2
	"Jejunum"	"152.1"	1230	4961016600	0.0
	"Ileum"	"152.2"	1337	4961016600	0.0
	"Meckel's diverticulum"	"152.3"	51	4961016600	0.0
	"Other specified sites of small intestine"	"152.8"	258	4961016600	0.0
	"Small intestine, unspecified"	"152.9"	7932	4961016600	0.2
	"Hepatic flexure"	"153.0"	859	4961016600	0.0
	"Transverse colon"	"153.1"	5885	4961016600	0.1
	"Descending colon"	"153.2"	6688	4961016600	0.1
	"Sigmoid colon"	"153.3"	29998	4961016600	0.6
	"Cecum"	"153.4"	23186	4961016600	0.5
	"Appendix"	"153.5"	2667	4961016600	0.1
	"Ascending colon"	"153.6"	17421	4961016600	0.4
	"Splenic flexure"	"153.7"	870	4961016600	0.0
	"Other specified sites of large intestine"	"153.8"	118	4961016600	0.0
	"Colon, unspecified"	"153.9"	860773	4961016600	17.4
	"Rectosigmoid junction"	"154.0"	28436	4961016600	0.6
	"Rectum"	"154.1"	131018	4961016600	2.6
	"Anal canal"	"154.2"	538	4961016600	0.0
	"Anus, unspecified"	"154.3"	5116	4961016600	0.1
	"Other"	"154.8"	1398	4961016600	0.0
	"Liver, primary"	"155.0"	75384	4961016600	1.5
	"Intrahepatic bile ducts"	"155.1"	26357	4961016600	0.5
	"Liver, not specified as primary or secondary"	"155.2"	65335	4961016600	1.3
	"Gallbladder"	"156.0"	43455	4961016600	0.9
	"Extrahepatic bile ducts"	"156.1"	21143	4961016600	0.4
	"Ampulla of vater"	"156.2"	5947	4961016600	0.1
	"Other specified sites of gallbladder and extrahepatic bile ducts"	"156.8"	18	4961016600	0.0 (Unreliable)
	"Biliary tract, part unspecified"	"156.9"	9941	4961016600	0.2
	"Head of pancreas"	"157.0"	15276	4961016600	0.3
	"Body of pancreas"	"157.1"	961	4961016600	0.0
	"Tail of pancreas"	"157.2"	1050	4961016600	0.0
	"Pancreatic duct"	"157.3"	168	4961016600	0.0
	"Islets of langerhans"	"157.4"	2318	4961016600	0.0
